
mistake,fix,mistake freq,fix freq,type,Efreq
an,a,95071.0,1041179.0,Insertion,0
to,use,1156570.0,17536.0,Standard,0
your,multiple,328715.0,540.0,Standard,0
an,a,95071.0,1041179.0,Insertion,0
up,down,187170.0,76004.0,Standard,0
cb,callback,27.0,44.0,Standard,0
use,used,17536.0,17551.0,Deletion,0
wether,whether,7.0,3424.0,Deletion,0
kind,kinds,30125.0,1121.0,Deletion,0
work,worked,40699.0,5877.0,Compound,0
deal,dealing,13330.0,1440.0,Compound,0
points,point,1642.0,12063.0,Insertion,0
to,we,1156570.0,459607.0,Standard,0
to,if,1156570.0,180610.0,Standard,0
getting,slowing,24719.0,156.0,Standard,0
sound,sounds,7313.0,7970.0,Deletion,0
normal,standard,3589.0,940.0,Standard,0
Example,Examples,1527.0,97.0,Deletion,0
default,compiler,51.0,7.0,Standard,0
past,path,6312.0,1252.0,Standard,0
implement,implements,63.0,15.0,Deletion,0
a,any,1041179.0,56068.0,Standard,0
programme,programmer,235.0,56.0,Deletion,0
pulls,also,404.0,10528.0,Standard,0
it,is,963712.0,459663.0,Substitution,0
removed,remove,737.0,1084.0,Insertion,0
bu,but,82.0,225291.0,Deletion,0
to,use,1156570.0,17536.0,Standard,0
your,multiple,328715.0,540.0,Standard,0
Bucket,bucket,511.0,511.0,Caps Error,0
RESTFul,RESTful,38.0,38.0,Caps Error,0
rotate,reverse,98.0,560.0,Standard,0
fist,first,375.0,42869.0,Deletion,0
fist,first,375.0,42869.0,Deletion,0
rotate,reverse,98.0,560.0,Standard,0
Resource,REsource,83.0,83.0,Caps Error,0
database,driver,290.0,2416.0,Standard,0
setup,up,440.0,187170.0,Compound,0
for,a,351650.0,1041179.0,Standard,0
Programing,Programming,2.0,160.0,Deletion,0
I,we,2038529.0,459607.0,Standard,0
I,we,2038529.0,459607.0,Standard,0
it,its,963712.0,8757.0,Deletion,0
Since,parameter,16064.0,13.0,Standard,0
containers,contains,77.0,260.0,Standard,0
I,A,2038529.0,1041179.0,Substitution,0
one,vectors,156684.0,34.0,Standard,0
fist,first,375.0,42869.0,Deletion,0
fist,first,375.0,42869.0,Deletion,0
a,are,1041179.0,265672.0,Standard,0
knowing,known,2307.0,6300.0,Standard,0
Mix,Min,834.0,219.0,Substitution,0
user,input,79.0,152.0,Standard,0
use,usage,17536.0,26.0,Standard,0
it,is,963712.0,459663.0,Substitution,0
Resource,Resources,83.0,470.0,Deletion,0
be,decorated,293085.0,144.0,Standard,0
in,below,498444.0,1430.0,Standard,0
column,chart,559.0,483.0,Standard,0
chart,shape,483.0,1542.0,Standard,0
filed,field,449.0,3580.0,Exchange,0
Suggestion,Event,622.0,1345.0,Standard,0
big,bug,34824.0,1068.0,Substitution,0
big,bug,34824.0,1068.0,Substitution,0
feature,features,298.0,244.0,Deletion,0
equal,an,682.0,95071.0,Standard,0
used,a,17551.0,1041179.0,Standard,0
I,you,2038529.0,2134713.0,Standard,0
variable,variables,39.0,52.0,Deletion,0
link,lint,609.0,68.0,Substitution,0
link,lint,609.0,68.0,Substitution,0
r,rows,3579.0,92.0,Compound,0
r,rows,3579.0,92.0,Compound,0
c,var,4675.0,7.0,Standard,0
r,row,3579.0,1343.0,Compound,0
r,rows,3579.0,92.0,Compound,0
int,value,2.0,1097.0,Standard,0
to,too,1156570.0,69950.0,Deletion,0
hav,have,7.0,314232.0,Deletion,0
o,of,9598.0,590439.0,Deletion,0
we,We,459607.0,459607.0,Caps Error,0
currently,Currently,351.0,351.0,Caps Error,0
and,the,682780.0,1501908.0,Standard,0
be,able,293085.0,8155.0,Standard,0
ID,identifier,169.0,6.0,Standard,0
an,a,95071.0,1041179.0,Insertion,0
counter,count,709.0,4588.0,Compound,0
you,based,2134713.0,1357.0,Standard,0
ident,indent,15.0,6.0,Deletion,0
is,if,459663.0,180610.0,Substitution,0
on,one,354742.0,156684.0,Deletion,0
it,its,963712.0,8757.0,Deletion,0
names,name,2746.0,32735.0,Insertion,0
names,name,2746.0,32735.0,Insertion,0
it,its,963712.0,8757.0,Deletion,0
names,name,2746.0,32735.0,Insertion,0
names,name,2746.0,32735.0,Insertion,0
use,personally,17536.0,1870.0,Standard,0
and,or,682780.0,86970.0,Standard,0
yo,you,4177.0,2134713.0,Deletion,0
interval,length,45.0,358.0,Standard,0
interval,length,45.0,358.0,Standard,0
to,make,1156570.0,70775.0,Standard,0
of,to,590439.0,1156570.0,Standard,0
a,strictly,1041179.0,548.0,Standard,0
internet,Internet,334.0,334.0,Caps Error,0
sounds,seem,7970.0,7131.0,Standard,0
resources,resource,470.0,83.0,Insertion,0
has,have,57830.0,314232.0,Standard,0
ObjecT,Object,1314.0,1314.0,Caps Error,0
of,the,590439.0,1501908.0,Standard,0
test,Test,4288.0,4288.0,Caps Error,0
stop,Stop,36071.0,36071.0,Caps Error,0
the,do,1501908.0,312915.0,Standard,0
used,use,17551.0,17536.0,Insertion,0
difference,different,4066.0,10686.0,Standard,0
projects,project,285.0,1907.0,Insertion,0
he,the,389497.0,1501908.0,Deletion,0
these,this,46104.0,406915.0,Standard,0
these,this,46104.0,406915.0,Standard,0
LL,ALL,224097.0,263255.0,Deletion,0
LL,ALL,224097.0,263255.0,Deletion,0
your,the,328715.0,1501908.0,Standard,0
it,its,963712.0,8757.0,Deletion,0
it,its,963712.0,8757.0,Deletion,0
it,its,963712.0,8757.0,Deletion,0
and,an,682780.0,95071.0,Insertion,0
fot,for,6.0,351650.0,Substitution,0
ss,hs,124.0,3.0,Substitution,0
optical,Optical,56.0,56.0,Caps Error,0
it,is,963712.0,459663.0,Substitution,0
Require,Required,542.0,547.0,Deletion,0
wether,whether,7.0,3424.0,Deletion,0
slice,remove,435.0,1084.0,Standard,0
slice,remove,435.0,1084.0,Standard,0
flow,flows,701.0,142.0,Deletion,0
throw,thrown,6570.0,1047.0,Deletion,0
and,an,682780.0,95071.0,Insertion,0
easy,easily,13551.0,1151.0,Standard,0
process,processes,1427.0,55.0,Compound,0
loose,lose,2131.0,8382.0,Insertion,0
loose,lose,2131.0,8382.0,Insertion,0
am,an,56438.0,95071.0,Substitution,0
receive,receives,992.0,79.0,Deletion,0
send,sent,9169.0,7038.0,Substitution,0
part,of,13337.0,590439.0,Standard,0
a,an,1041179.0,95071.0,Deletion,0
return,returns,4676.0,447.0,Deletion,0
ot,to,126.0,1156570.0,Exchange,0
other,order,37505.0,7985.0,Standard,0
my,may,344899.0,26080.0,Deletion,0
an,a,95071.0,1041179.0,Insertion,0
the,a,1501908.0,1041179.0,Standard,0
ist,is,38.0,459663.0,Insertion,0
set,get,11805.0,233772.0,Substitution,0
don,do,321085.0,312915.0,Insertion,0
a,an,1041179.0,95071.0,Deletion,0
is,if,459663.0,180610.0,Substitution,0
an,and,95071.0,682780.0,Deletion,0
potentially,speeds,171.0,75.0,Standard,0
dos,do,85.0,312915.0,Insertion,0
departement,department,2.0,3256.0,Insertion,0
g,of,2169.0,590439.0,Standard,0
by,be,68364.0,293085.0,Substitution,0
or,of,86970.0,590439.0,Substitution,0
is,to,459663.0,1156570.0,Standard,0
was,ways,288391.0,2633.0,Deletion,0
you,your,2134713.0,328715.0,Deletion,0
an,a,95071.0,1041179.0,Insertion,0
for,business,351650.0,16371.0,Standard,0
found,fond,20196.0,629.0,Insertion,0
in,concepts,498444.0,73.0,Standard,0
to,later,1156570.0,14889.0,Standard,0
brackets,Brackets,11.0,11.0,Caps Error,0
has,have,57830.0,314232.0,Standard,0
HAsh,Hash,180.0,180.0,Caps Error,0
only,minimally,55269.0,3.0,Standard,0
miss,misses,23850.0,373.0,Compound,0
to,true,1156570.0,12921.0,Standard,0
optional,Spark,58.0,320.0,Standard,0
save,safe,8278.0,7303.0,Substitution,0
create,created,1289.0,1195.0,Deletion,0
can,get,267620.0,233772.0,Standard,0
this,address,406915.0,2666.0,Standard,0
communication,communications,528.0,398.0,Deletion,0
licence,license,251.0,1635.0,Substitution,0
hot,all,9682.0,263255.0,Standard,0
user,users,79.0,63.0,Deletion,0
use,uses,17536.0,778.0,Deletion,0
user,uses,79.0,778.0,Substitution,0
fo,of,95.0,590439.0,Exchange,0
the,class,1501908.0,5985.0,Standard,0
fo,of,95.0,590439.0,Exchange,0
han,ha,347.0,6260.0,Insertion,0
ha,han,6260.0,347.0,Deletion,0
can,overridden,267620.0,13.0,Standard,0
weather,whether,1746.0,3424.0,Standard,0
field,fields,3580.0,609.0,Deletion,0
the,there,1501908.0,221754.0,Compound,0
a,and,1041179.0,682780.0,Standard,0
stop,start,36071.0,17345.0,Standard,0
listen,dispatch,27784.0,350.0,Standard,0
sart,start,6.0,17345.0,Deletion,0
of,the,590439.0,1501908.0,Standard,0
it,its,963712.0,8757.0,Deletion,0
prefix,the,21.0,1501908.0,Standard,0
them,it,90720.0,963712.0,Standard,0
why,in,114687.0,498444.0,Standard,0
There,They,221754.0,209250.0,Standard,0
undefined,null,10.0,27.0,Standard,0
purposes,purpose,262.0,1789.0,Insertion,0
object,type,1314.0,3093.0,Standard,0
tIt,It,171.0,963712.0,Insertion,0
Max,Mac,3620.0,1440.0,Substitution,0
Multiple,Technically,540.0,739.0,Standard,0
step,steps,6052.0,1259.0,Deletion,0
get,gets,233772.0,11364.0,Deletion,0
get,gets,233772.0,11364.0,Deletion,0
wether,weather,7.0,1746.0,Deletion,0
maximum,minimum,396.0,415.0,Standard,0
of,off,590439.0,60155.0,Deletion,0
ask,menu,24640.0,508.0,Standard,0
go,do,193445.0,312915.0,Substitution,0
absolutely,certain,5769.0,4354.0,Standard,0
you,your,2134713.0,328715.0,Deletion,0
POST,PUT,1654.0,42251.0,Standard,0
to,from,1156570.0,103992.0,Standard,0
friends,precedence,15578.0,27.0,Standard,0
de,the,2161.0,1501908.0,Standard,0
del,de,437.0,2161.0,Insertion,0
thought,though,41232.0,9279.0,Insertion,0
live,Live,17574.0,17574.0,Caps Error,0
the,local,1501908.0,2128.0,Standard,0
the,content,1501908.0,389.0,Standard,0
messages,message,948.0,4667.0,Insertion,0
messages,message,948.0,4667.0,Insertion,0
Cause,Causes,15812.0,506.0,Deletion,0
for,to,351650.0,1156570.0,Standard,0
some,for,88089.0,351650.0,Standard,0
yor,your,4.0,328715.0,Deletion,0
on,or,354742.0,86970.0,Substitution,0
dashing,Dashing,115.0,115.0,Caps Error,0
about,after,185206.0,34812.0,Standard,0
and,as,682780.0,113068.0,Standard,0
take,see,96443.0,130393.0,Standard,0
your,you,328715.0,2134713.0,Insertion,0
things,criteria,35337.0,91.0,Standard,0
Who,How,113370.0,155867.0,Standard,0
keep,keeps,35846.0,2681.0,Deletion,0
exit,exist,794.0,1477.0,Deletion,0
is,are,459663.0,265672.0,Standard,0
ass,as,11545.0,113068.0,Insertion,0
ass,as,11545.0,113068.0,Insertion,0
or,For,86970.0,351650.0,Deletion,0
or,For,86970.0,351650.0,Deletion,0
bu,but,82.0,225291.0,Deletion,0
applies,uses,127.0,778.0,Standard,0
current,currently,869.0,351.0,Compound,0
to,of,1156570.0,590439.0,Standard,0
so,likelihood,216452.0,58.0,Standard,0
car,see,24636.0,130393.0,Standard,0
if,it,180610.0,963712.0,Substitution,0
abort,cancel,235.0,933.0,Standard,0
abort,cancel,235.0,933.0,Standard,0
abort,cancel,235.0,933.0,Standard,0
a,data,1041179.0,1306.0,Standard,0
it,them,963712.0,90720.0,Standard,0
it,them,963712.0,90720.0,Standard,0
The,Returns,1501908.0,447.0,Standard,0
type,return,3093.0,4676.0,Standard,0
ore,more,84.0,66228.0,Deletion,0
Premier,Premiere,127.0,189.0,Deletion,0
covers,describes,478.0,81.0,Standard,0
can,enables,267620.0,34.0,Standard,0
going,discover,108288.0,614.0,Standard,0
line,lines,10515.0,1960.0,Deletion,0
world,life,23216.0,40629.0,Standard,0
detection,detecting,85.0,61.0,Standard,0
multiples,multiple,15.0,540.0,Insertion,0
dependant,dependent,7.0,114.0,Substitution,0
word,color,12013.0,2011.0,Standard,0
Go,go,193445.0,193445.0,Caps Error,0
it,its,963712.0,8757.0,Deletion,0
is,in,459663.0,498444.0,Substitution,0
pixies,pixie,20.0,42.0,Insertion,0
a,an,1041179.0,95071.0,Deletion,0
deal,engagement,13330.0,666.0,Standard,0
format,formats,54.0,9.0,Deletion,0
stimulus,Stimulus,26.0,26.0,Caps Error,0
stimulus,Stimulus,26.0,26.0,Caps Error,0
stimulus,Stimulus,26.0,26.0,Caps Error,0
represented,represent,213.0,773.0,Compound,0
of,stars,590439.0,2353.0,Standard,0
release,released,1851.0,882.0,Deletion,0
work,use,40699.0,17536.0,Standard,0
generation,generating,619.0,43.0,Standard,0
act,actions,5565.0,620.0,Compound,0
w,with,1099.0,257465.0,Compound,0
practise,practice,189.0,2330.0,Substitution,0
that,conflicting,719677.0,37.0,Standard,0
is,aims,459663.0,60.0,Standard,0
the,see,1501908.0,130393.0,Standard,0
Used,Use,17551.0,17536.0,Insertion,0
the,web,1501908.0,470.0,Standard,0
the,see,1501908.0,130393.0,Standard,0
Used,Use,17551.0,17536.0,Insertion,0
the,web,1501908.0,470.0,Standard,0
you,your,2134713.0,328715.0,Deletion,0
err,error,77.0,473.0,Compound,0
Option,Activity,736.0,657.0,Standard,0
clock,block,2990.0,2067.0,Substitution,0
is,are,459663.0,265672.0,Standard,0
its,basic,8757.0,794.0,Standard,0
Changes,Changed,1481.0,5148.0,Substitution,0
we,be,459607.0,293085.0,Substitution,0
offer,fallback,3810.0,32.0,Standard,0
object,string,1314.0,646.0,Standard,0
x,X,1051.0,1051.0,Caps Error,0
v,V,1394.0,1394.0,Caps Error,0
r,X,3579.0,1051.0,Substitution,0
v,V,1394.0,1394.0,Caps Error,0
v,V,1394.0,1394.0,Caps Error,0
page,pages,1912.0,695.0,Deletion,0
them,they,90720.0,209250.0,Substitution,0
pops,pop,598.0,3441.0,Insertion,0
accomodate,accommodate,6.0,109.0,Deletion,0
a,an,1041179.0,95071.0,Deletion,0
you,your,2134713.0,328715.0,Deletion,0
File,The,2246.0,1501908.0,Standard,0
so,wo,216452.0,58.0,Substitution,0
change,changed,12258.0,5148.0,Deletion,0
nor,or,1835.0,86970.0,Insertion,0
an,a,95071.0,1041179.0,Insertion,0
beyond,interactive,2200.0,28.0,Standard,0
behind,under,9581.0,13358.0,Standard,0
semicolon,colon,8.0,129.0,Compound,0
colon,semicolon,129.0,8.0,Compound,0
easier,easy,2012.0,13551.0,Standard,0
Geo,Geographical,9.0,31.0,Compound,0
Friendly,Label,1328.0,351.0,Standard,0
Org,Organizational,50.0,18.0,Compound,0
organisation,organizational,119.0,18.0,Standard,0
Friendly,Label,1328.0,351.0,Standard,0
organisation,organizational,119.0,18.0,Standard,0
text,test,267.0,4288.0,Substitution,0
empty,auto,2409.0,391.0,Standard,0
give,given,59559.0,4851.0,Deletion,0
the,they,1501908.0,209250.0,Deletion,0
values,are,432.0,265672.0,Standard,0
know,whether,291780.0,3424.0,Standard,0
looks,look,15886.0,99311.0,Insertion,0
platform,emulate,313.0,28.0,Standard,0
ref,image,129.0,1154.0,Standard,0
het,net,17.0,793.0,Substitution,0
by,be,68364.0,293085.0,Substitution,0
Either,Error,9308.0,473.0,Standard,0
about,of,185206.0,590439.0,Standard,0
out,our,197131.0,71425.0,Substitution,0
Please,Note,56149.0,2731.0,Standard,0
it,this,963712.0,406915.0,Standard,0
return,returns,4676.0,447.0,Deletion,0
the,it,1501908.0,963712.0,Standard,0
support,supported,2587.0,186.0,Compound,0
type,size,3093.0,2353.0,Standard,0
at,for,164072.0,351650.0,Standard,0
these,those,46104.0,38404.0,Substitution,0
calls,will,4097.0,108306.0,Standard,0
appraise,appraisal,10.0,39.0,Standard,0
appraise,appraisal,10.0,39.0,Standard,0
appraise,appraisal,10.0,39.0,Standard,0
machine,machines,3583.0,707.0,Deletion,0
do,want,312915.0,140718.0,Standard,0
update,event,252.0,1345.0,Standard,0
regular,normal,1727.0,3589.0,Standard,0
used,to,17551.0,1156570.0,Standard,0
is,every,459663.0,28007.0,Standard,0
visible,invisible,253.0,630.0,Compound,0
is,for,459663.0,351650.0,Standard,0
add,remove,1686.0,1084.0,Standard,0
sever,server,80.0,200.0,Deletion,0
you,your,2134713.0,328715.0,Deletion,0
time,type,99890.0,3093.0,Standard,0
configured,protocol,9.0,382.0,Standard,0
it,they,963712.0,209250.0,Standard,0
kindle,Kindle,9.0,9.0,Caps Error,0
kindle,Kindle,9.0,9.0,Caps Error,0
solutions,solution,76.0,807.0,Insertion,0
kindle,Kindle,9.0,9.0,Caps Error,0
kindle,Kindle,9.0,9.0,Caps Error,0
our,out,71425.0,197131.0,Substitution,0
Bull,Bulls,1403.0,264.0,Deletion,0
like,luck,203947.0,7840.0,Standard,0
like,luck,203947.0,7840.0,Standard,0
like,luck,203947.0,7840.0,Standard,0
like,luck,203947.0,7840.0,Standard,0
like,luck,203947.0,7840.0,Standard,0
like,luck,203947.0,7840.0,Standard,0
like,luck,203947.0,7840.0,Standard,0
ASH,ACH,469.0,38.0,Substitution,0
inside,insight,10775.0,143.0,Standard,0
you,there,2134713.0,221754.0,Standard,0
get,gets,233772.0,11364.0,Deletion,0
wich,which,9.0,24339.0,Deletion,0
if,of,180610.0,590439.0,Substitution,0
to,too,1156570.0,69950.0,Deletion,0
intelligent,intelligently,689.0,23.0,Compound,0
the,all,1501908.0,263255.0,Standard,0
while,if,17821.0,180610.0,Standard,0
close,closed,11191.0,2758.0,Deletion,0
all,compatible,263255.0,120.0,Standard,0
of,on,590439.0,354742.0,Substitution,0
the,them,1501908.0,90720.0,Deletion,0
left,right,24707.0,204428.0,Standard,0
M,N,343245.0,2810.0,Substitution,0
ever,every,36170.0,28007.0,Deletion,0
predominately,predominantly,9.0,19.0,Standard,0
no,on,304549.0,354742.0,Exchange,0
you,your,2134713.0,328715.0,Deletion,0
returns,return,447.0,4676.0,Insertion,0
chose,choose,952.0,2451.0,Deletion,0
cancelling,canceling,39.0,79.0,Insertion,0
some,the,88089.0,1501908.0,Standard,0
it,process,963712.0,1427.0,Standard,0
Cancelling,Canceling,39.0,79.0,Insertion,0
on,of,354742.0,590439.0,Substitution,0
on,of,354742.0,590439.0,Substitution,0
HAndle,Handle,5529.0,5529.0,Caps Error,0
stop,pause,36071.0,275.0,Standard,0
position,rotation,3676.0,149.0,Standard,0
position,rotation,3676.0,149.0,Standard,0
Russel,Russell,33.0,926.0,Deletion,0
provide,provides,888.0,137.0,Deletion,0
n,x,2810.0,1051.0,Substitution,0
n,m,2810.0,343245.0,Substitution,0
can,constructors,267620.0,2.0,Standard,0
typed,by,90.0,68364.0,Standard,0
an,as,95071.0,113068.0,Substitution,0
of,addition,590439.0,395.0,Standard,0
of,addition,590439.0,395.0,Standard,0
us,use,86478.0,17536.0,Deletion,0
Round,round,3393.0,3393.0,Caps Error,0
right,center,204428.0,2335.0,Standard,0
Butch,Batch,328.0,212.0,Substitution,0
Snapshot,Snapshots,53.0,47.0,Deletion,0
following,follows,2310.0,371.0,Standard,0
are,were,265672.0,84804.0,Standard,0
Width,width,35.0,35.0,Caps Error,0
or,and,86970.0,682780.0,Standard,0
know,grasp,291780.0,233.0,Standard,0
that,who,719677.0,113370.0,Standard,0
into,from,43074.0,103992.0,Standard,0
exiting,existing,48.0,98.0,Deletion,0
derives,derived,14.0,53.0,Substitution,0
this,needs,406915.0,8198.0,Standard,0
Server,Serve,200.0,1935.0,Insertion,0
gets,get,11364.0,233772.0,Insertion,0
organisation,organization,119.0,668.0,Substitution,0
Organisations,Organizations,11.0,71.0,Substitution,0
Organisations,Organizations,11.0,71.0,Substitution,0
Arguments,Component,230.0,81.0,Standard,0
must,should,35661.0,54159.0,Standard,0
update,updated,252.0,67.0,Deletion,0
write,writes,6467.0,421.0,Deletion,0
Seed,Read,386.0,12302.0,Standard,0
a,having,1041179.0,14752.0,Standard,0
trough,through,72.0,28026.0,Deletion,0
m,zero,343245.0,1094.0,Standard,0
input,inputs,152.0,2.0,Deletion,0
it,if,963712.0,180610.0,Substitution,0
a,an,1041179.0,95071.0,Deletion,0
USA,US,203.0,86478.0,Insertion,0
and,fork,682780.0,450.0,Standard,0
all,the,263255.0,1501908.0,Standard,0
calls,The,4097.0,1501908.0,Standard,0
all,the,263255.0,1501908.0,Standard,0
calls,The,4097.0,1501908.0,Standard,0
with,wish,257465.0,11991.0,Substitution,0
easily,easy,1151.0,13551.0,Standard,0
changes,change,1481.0,12258.0,Insertion,0
current,currently,869.0,351.0,Compound,0
start,test,17345.0,4288.0,Standard,0
check,Check,14228.0,14228.0,Caps Error,0
clone,Clone,128.0,128.0,Caps Error,0
build,Build,2452.0,2452.0,Caps Error,0
simple,simply,4555.0,2362.0,Substitution,0
simple,simply,4555.0,2362.0,Substitution,0
the,a,1501908.0,1041179.0,Standard,0
the,them,1501908.0,90720.0,Deletion,0
one,on,156684.0,354742.0,Insertion,0
one,on,156684.0,354742.0,Insertion,0
one,on,156684.0,354742.0,Insertion,0
array,Array,108.0,108.0,Caps Error,0
include,ignore,568.0,951.0,Standard,0
filters,filter,48.0,162.0,Insertion,0
breaks,break,960.0,11275.0,Insertion,0
starting,started,3558.0,9566.0,Standard,0
migrations,seeds,4.0,228.0,Standard,0
for,to,351650.0,1156570.0,Standard,0
pictures,images,3477.0,401.0,Standard,0
proper,usable,1289.0,27.0,Standard,0
detailed,guide,200.0,910.0,Standard,0
an,explicit,95071.0,71.0,Standard,0
a,of,1041179.0,590439.0,Standard,0
an,explicit,95071.0,71.0,Standard,0
lightening,lightning,26.0,721.0,Insertion,0
lightening,lightning,26.0,721.0,Insertion,0
lightening,lightning,26.0,721.0,Insertion,0
Lightening,Lightning,26.0,721.0,Insertion,0
Lightening,Lightning,26.0,721.0,Insertion,0
editing,rendering,108.0,54.0,Standard,0
Getting,getting,24719.0,24719.0,Caps Error,0
Transactions,Methods,56.0,330.0,Standard,0
Command,command,2225.0,2225.0,Caps Error,0
determines,determine,46.0,428.0,Insertion,0
not,now,276673.0,163333.0,Substitution,0
tou,you,18.0,2134713.0,Substitution,0
al,a,5306.0,1041179.0,Insertion,0
the,below,1501908.0,1430.0,Standard,0
request,requests,1304.0,273.0,Deletion,0
sections,section,127.0,1394.0,Insertion,0
a,code,1041179.0,2709.0,Standard,0
snipped,snippet,6.0,5.0,Substitution,0
you,your,2134713.0,328715.0,Deletion,0
behaviour,behavior,275.0,1142.0,Insertion,0
flavours,flavors,15.0,66.0,Insertion,0
steps,support,1259.0,2587.0,Standard,0
be,also,293085.0,10528.0,Standard,0
product,produce,752.0,564.0,Substitution,0
changed,changes,5148.0,1481.0,Substitution,0
in,id,498444.0,169.0,Substitution,0
visa,vice,216.0,950.0,Standard,0
shown,listed,723.0,284.0,Standard,0
into,in,43074.0,498444.0,Compound,0
As,Below,113068.0,1430.0,Standard,0
up,be,187170.0,293085.0,Standard,0
fix,fit,4426.0,2937.0,Substitution,0
a,an,1041179.0,95071.0,Deletion,0
